trading_date,event_count,max_impact_score_0_1,mean_impact_score_0_1,signed_impact_score,bullish_events,bearish_events,neutral_events,Close,future_return_5d,future_return_20d,top_event_summary
2000-01-31,50,0.5036785326525339,0.4217175707095968,0.08726458094773332,21,27,2,111.0999984741211,0.0054005263938943,-0.1008100549240875,"BRAZIL -> unknown target; event code 120; Goldstein -4.0; tone 6.66546950502808; Itamaraty, Minas Gerais, Brazil | COMPANY -> SAO PAULO; event code 192; Goldstein -9.5; tone 6.96378830083566; Rio De Janeiro, Estado do Rio, Brazil | COMMUNITY -> unknown target; event code 1721; Goldstein -5.0; tone 5.89430894308943; Sao Paulo, SãPaulo, Brazil"
2000-02-01,50,0.5336406490202862,0.46398146250301187,15.132156481013547,42,8,0,111.6500015258789,-0.0277653240640805,-0.0940438858620726,"COLOMBIAN -> DIPLOMAT; event code 046; Goldstein 7.0; tone 4.58333333333333; Fidel Castro, Antioquia, Colombia | DIPLOMAT -> COLOMBIAN; event code 046; Goldstein 7.0; tone 4.58333333333333; Fidel Castro, Antioquia, Colombia | COLOMBIAN -> DIPLOMAT; event code 040; Goldstein 1.0; tone 4.58333333333333; Fidel Castro, Antioquia, Colombia"
2000-02-02,50,0.58835960477663,0.5173161007858165,-10.871700233390325,16,34,0,112.25,-0.040534548345281,-0.0636971182706361,"CUBAN -> CUBAN; event code 080; Goldstein 5.0; tone 8.05780173704702; Fidel Castro, Antioquia, Colombia | CUBAN -> unknown target; event code 051; Goldstein 3.4; tone 8.05780173704702; Fidel Castro, Antioquia, Colombia | CUBAN -> COLOMBIAN; event code 080; Goldstein 5.0; tone 7.86163522012579; Fidel Castro, Antioquia, Colombia"
2000-02-03,50,0.583916726187708,0.5125518296065105,-2.158172626165347,24,26,0,112.9499969482422,-0.0371845689395351,-0.076139873452692,"COLOMBIA -> GOVERNMENT; event code 046; Goldstein 7.0; tone 7.34254992319508; Sweden | COLOMBIAN -> CUBAN; event code 046; Goldstein 7.0; tone 10.8247422680412; Cuba | CUBAN -> COLOMBIAN; event code 046; Goldstein 7.0; tone 10.8247422680412; Fidel Castro, Antioquia, Colombia"
2000-02-04,50,0.585873952600649,0.522025615140692,-18.23608848495037,9,41,0,112.9000015258789,-0.0363153092888249,-0.0584587988035435,"Unknown actor -> GOVERNMENT; event code 057; Goldstein 8.0; tone 8.49673202614379; Minas Gerais, Acre, Brazil | GOVERNMENT -> unknown target; event code 057; Goldstein 8.0; tone 8.49673202614379; Minas Gerais, Acre, Brazil | BRAZIL -> ARGENTINA; event code 0841; Goldstein 7.0; tone 5.13033296271827; La Nacion, Chaco, Argentina"
2000-02-07,50,0.6260829505612675,0.5931310924430154,-29.099671671589505,0,49,1,111.6999969482422,-0.059982069214798,-0.0295433797002913,"UNIVERSITY -> AUTHORITIES; event code 084; Goldstein 7.0; tone 4.80961923847695; Fuente, Coahuila de Zaragoza, Mexico | MEXICO CITY -> unknown target; event code 084; Goldstein 7.0; tone 3.22195704057279; Fuente, Coahuila de Zaragoza, Mexico | ERNESTO ZEDILLO -> STUDENT; event code 071; Goldstein 7.4; tone 6.27376425855513; Fuente, Coahuila de Zaragoza, Mexico"
2000-02-08,50,0.5374920891742299,0.46412032000169723,12.130104095718519,39,11,0,108.5500030517578,-0.0253339467774015,-0.0105942099820168,"GOVERNOR -> unknown target; event code 071; Goldstein 7.4; tone 6.85975609756098; Curitiba, ParanáR, Brazil | BRAZIL -> GOVERNOR; event code 046; Goldstein 7.0; tone 6.85975609756098; Curitiba, ParanáR, Brazil | PHYSICIAN -> HAVANA; event code 070; Goldstein 7.0; tone 5.02283105022831; Fidel Castro, Antioquia, Colombia"
2000-02-09,50,0.5565363285585532,0.4924674707134624,-17.676012083349,8,42,0,107.6999969482422,-0.0255338911599187,-0.0046425256654397,"MILITARY FORCE -> REBEL; event code 072; Goldstein 8.3; tone 1.70682295058245; Medellin, Antioquia, Colombia | REBEL -> GOVERNMENT; event code 0874; Goldstein 10.0; tone 3.522626305953; Medellin, Antioquia, Colombia | FARC -> GOVERNMENT; event code 046; Goldstein 7.0; tone 8.0; Antioquia, Tolima, Colombia"
2000-02-10,50,0.5684279794058739,0.4999975765667896,-15.954881046401546,10,40,0,108.75,-0.0312643818471624,-0.0243678301230244,"REBEL GROUP -> unknown target; event code 037; Goldstein 5.0; tone 7.11277758290235; Medellin, Antioquia, Colombia | UNITED STATES -> REBEL GROUP; event code 037; Goldstein 5.0; tone 7.13962576604533; United States | REBEL GROUP -> COLOMBIA; event code 037; Goldstein 5.0; tone 7.09599746843799; Medellin, Antioquia, Colombia"
2000-02-11,50,0.5948515579281619,0.5252001290117557,-12.647702198019783,14,36,0,108.8000030517578,-0.041360292957522,-0.0257353214450352,"BRAZILIAN -> BRAZILIAN; event code 081; Goldstein 5.0; tone 9.15954850518609; Itamaraty, Minas Gerais, Brazil | BRAZILIAN -> PARAGUAY; event code 051; Goldstein 3.4; tone 9.17327638804149; Itamaraty, Minas Gerais, Brazil | BRAZILIAN -> PARAGUAY; event code 051; Goldstein 3.4; tone 9.14582062233069; Itamaraty, Minas Gerais, Brazil"
