weather_brazil_minas_gerais_temperature_2m_mean,weather_brazil_minas_gerais_temperature_2m_max,weather_brazil_minas_gerais_temperature_2m_min,weather_brazil_minas_gerais_precipitation_sum,weather_brazil_minas_gerais_rain_sum,weather_brazil_minas_gerais_relative_humidity_2m_mean,weather_brazil_minas_gerais_wind_speed_10m_mean,weather_brazil_minas_gerais_shortwave_radiation_sum,weather_brazil_minas_gerais_et0_fao_evapotranspiration,weather_brazil_minas_gerais_soil_moisture_0_to_100cm_mean,weather_brazil_minas_gerais_soil_temperature_0_to_100cm_mean,weather_brazil_minas_gerais_vapour_pressure_deficit_max,Date
18.2,25.2,10.4,0.0,0.0,58,7.0,18.09,3.81,0.321,18.7,2.24,2007-08-11
18.5,23.6,13.7,0.0,0.0,61,14.7,18.5,4.18,0.32,18.9,1.79,2007-08-12
18.0,24.0,13.2,0.0,0.0,64,12.6,18.14,3.86,0.319,18.9,1.91,2007-08-13
18.1,24.5,12.4,0.0,0.0,60,12.1,20.13,4.26,0.319,19.0,2.15,2007-08-14
17.8,24.0,12.1,0.0,0.0,58,11.6,19.87,4.18,0.318,19.0,1.91,2007-08-15
17.6,24.8,10.3,0.0,0.0,56,6.9,20.65,4.01,0.317,19.0,2.27,2007-08-16
18.1,25.9,10.0,0.0,0.0,53,8.2,20.62,4.36,0.316,19.1,2.43,2007-08-17
18.5,25.3,12.1,0.0,0.0,59,9.0,20.66,4.19,0.315,19.3,2.18,2007-08-18
18.7,24.8,12.3,0.0,0.0,56,8.7,20.38,4.19,0.314,19.4,2.11,2007-08-19
19.8,25.8,12.2,0.0,0.0,48,7.1,20.7,4.33,0.313,19.6,2.36,2007-08-20
20.1,26.3,14.8,0.0,0.0,51,6.2,20.34,4.03,0.313,19.8,2.4,2007-08-21
18.9,25.4,13.1,0.0,0.0,60,8.3,20.51,4.03,0.312,19.9,2.14,2007-08-22
19.1,26.3,12.3,0.0,0.0,54,7.8,21.49,4.4,0.311,20.0,2.51,2007-08-23
19.1,26.7,11.3,0.0,0.0,50,8.0,21.79,4.68,0.311,20.0,2.63,2007-08-24
20.4,28.2,11.7,0.0,0.0,40,6.3,22.05,4.81,0.31,20.1,3.07,2007-08-25
21.4,29.3,13.0,0.0,0.0,39,8.7,21.96,5.28,0.309,20.2,3.27,2007-08-26
22.4,30.4,14.3,0.0,0.0,40,7.4,19.84,4.89,0.308,20.6,3.46,2007-08-27
21.4,28.1,15.0,0.0,0.0,57,11.6,19.78,4.74,0.308,20.8,2.48,2007-08-28
21.5,27.6,16.7,0.0,0.0,59,12.9,18.79,4.54,0.307,21.0,2.39,2007-08-29
20.0,24.1,16.5,0.0,0.0,64,15.5,9.87,3.2,0.307,21.0,1.67,2007-08-30
19.8,24.3,15.6,0.0,0.0,65,13.1,13.22,3.34,0.307,20.9,1.73,2007-08-31
21.0,27.0,14.3,0.0,0.0,61,7.2,19.28,4.02,0.306,21.0,2.35,2007-09-01
21.9,28.0,14.9,0.0,0.0,52,7.5,19.44,4.58,0.306,21.2,2.59,2007-09-02
21.4,27.3,17.0,1.1,1.1,63,12.3,19.31,4.55,0.306,21.4,2.25,2007-09-03
20.9,26.0,17.2,0.0,0.0,62,15.0,14.28,3.99,0.306,21.4,2.17,2007-09-04
20.5,26.0,16.1,0.0,0.0,57,13.6,19.14,4.65,0.306,21.3,2.33,2007-09-05
20.5,25.5,15.8,0.0,0.0,60,8.6,15.66,3.52,0.305,21.4,2.09,2007-09-06
21.4,26.7,15.7,0.0,0.0,48,7.1,20.39,4.57,0.304,21.5,2.51,2007-09-07
20.7,26.6,14.6,0.0,0.0,50,7.5,23.06,4.86,0.304,21.6,2.45,2007-09-08
20.7,26.8,14.2,0.0,0.0,47,8.4,23.57,5.2,0.303,21.7,2.49,2007-09-09
20.5,26.7,14.2,0.0,0.0,48,11.3,23.91,5.47,0.302,21.8,2.59,2007-09-10
20.1,26.2,14.6,0.0,0.0,53,13.0,20.51,4.93,0.302,21.8,2.49,2007-09-11
20.2,25.8,14.2,0.0,0.0,47,10.5,20.53,4.75,0.302,21.7,2.46,2007-09-12
20.5,26.3,14.4,0.0,0.0,49,13.4,19.97,5.11,0.301,21.7,2.53,2007-09-13
20.4,27.3,13.8,0.0,0.0,48,8.6,24.6,5.28,0.301,21.8,2.7,2007-09-14
21.2,28.4,12.6,0.0,0.0,41,4.5,24.6,4.87,0.3,21.9,2.98,2007-09-15
22.7,30.7,13.9,0.0,0.0,42,6.8,23.08,5.28,0.299,22.1,3.39,2007-09-16
21.9,29.0,15.6,0.0,0.0,55,10.7,23.28,5.5,0.299,22.4,2.79,2007-09-17
21.3,28.0,15.4,0.0,0.0,56,12.1,23.27,5.25,0.299,22.4,2.48,2007-09-18
22.8,30.6,14.8,0.0,0.0,50,6.5,23.11,5.02,0.298,22.6,3.21,2007-09-19
24.7,32.2,16.2,0.0,0.0,45,6.4,24.19,5.58,0.298,23.0,3.72,2007-09-20
24.7,31.7,16.5,0.0,0.0,43,7.4,25.14,5.94,0.297,23.4,3.6,2007-09-21
24.8,31.4,18.7,0.0,0.0,39,8.1,24.73,5.82,0.297,23.6,3.7,2007-09-22
25.0,31.9,17.8,0.0,0.0,32,10.1,24.71,6.57,0.296,23.8,3.78,2007-09-23
25.4,33.3,17.7,0.2,0.2,42,10.3,23.75,6.25,0.296,24.0,3.87,2007-09-24
19.6,24.4,14.4,0.0,0.0,60,15.3,16.79,4.31,0.295,23.7,1.71,2007-09-25
18.5,26.9,12.9,0.0,0.0,56,16.8,22.96,5.4,0.295,23.2,2.24,2007-09-26
21.2,29.0,14.1,0.0,0.0,55,12.1,23.03,5.23,0.295,23.1,2.67,2007-09-27
22.1,29.3,16.6,3.1,3.1,59,9.8,23.31,5.28,0.295,23.4,2.64,2007-09-28
21.8,27.9,16.6,1.2,1.2,70,9.5,22.94,4.89,0.301,23.4,2.07,2007-09-29
19.9,24.5,16.1,0.0,0.0,63,13.1,15.32,3.88,0.3,23.1,1.64,2007-09-30
19.1,25.3,13.7,0.0,0.0,58,13.4,23.2,5.18,0.299,22.8,1.89,2007-10-01
19.6,25.3,13.3,0.1,0.1,51,10.3,24.14,5.29,0.298,22.7,2.07,2007-10-02
19.9,26.0,13.8,0.0,0.0,54,8.5,24.07,4.93,0.297,22.7,2.39,2007-10-03
20.6,27.3,13.7,0.0,0.0,53,9.7,26.11,5.43,0.296,22.7,2.54,2007-10-04
22.2,29.0,14.9,0.0,0.0,48,8.9,27.16,5.93,0.295,22.9,2.96,2007-10-05
23.5,30.5,15.5,0.0,0.0,42,7.4,27.3,6.01,0.294,23.3,3.33,2007-10-06
24.2,30.5,16.4,0.4,0.4,42,7.1,25.14,5.94,0.293,23.6,3.19,2007-10-07
24.5,29.8,19.4,0.0,0.0,47,12.2,24.9,6.36,0.292,23.9,2.85,2007-10-08
22.8,28.9,16.8,0.0,0.0,49,12.7,26.97,6.39,0.292,23.9,2.87,2007-10-09
22.9,29.2,16.1,0.0,0.0,42,8.0,27.95,6.12,0.291,24.0,3.05,2007-10-10
23.7,30.5,15.8,0.0,0.0,36,7.5,28.3,6.43,0.291,24.1,3.5,2007-10-11
24.4,31.1,17.2,0.0,0.0,37,8.9,28.04,6.67,0.29,24.3,3.54,2007-10-12
25.3,31.8,17.9,0.0,0.0,37,9.0,25.04,6.43,0.29,24.6,3.61,2007-10-13
25.8,32.2,21.1,0.2,0.2,47,9.8,23.17,6.05,0.29,24.9,3.43,2007-10-14
25.1,30.4,19.9,0.0,0.0,55,10.9,23.91,5.87,0.29,25.0,2.77,2007-10-15
26.1,32.3,19.5,0.0,0.0,44,9.6,25.92,6.48,0.289,25.2,3.51,2007-10-16
27.1,33.6,20.9,0.0,0.0,43,7.1,25.71,6.3,0.289,25.5,3.79,2007-10-17
23.3,30.5,19.4,8.8,8.8,74,10.2,22.3,4.89,0.292,25.5,2.45,2007-10-18
21.4,26.7,18.4,10.0,10.0,82,9.2,16.96,3.53,0.302,25.0,1.39,2007-10-19
22.5,28.5,18.1,0.1,0.1,69,7.4,19.75,4.26,0.306,24.7,2.26,2007-10-20
24.9,31.3,18.1,0.0,0.0,59,8.6,27.12,6.03,0.304,24.7,3.07,2007-10-21
23.1,29.5,18.7,22.9,22.9,71,8.3,24.03,5.02,0.307,24.8,2.25,2007-10-22
20.1,23.1,18.0,12.1,12.1,85,9.9,10.95,2.31,0.326,24.3,0.98,2007-10-23
19.0,22.6,16.9,17.5,17.5,89,10.8,10.12,2.05,0.339,23.6,0.67,2007-10-24
18.3,20.6,16.4,8.0,8.0,91,6.5,6.09,1.31,0.353,23.0,0.41,2007-10-25
20.7,25.4,16.4,0.6,0.6,81,7.6,17.93,3.49,0.357,22.9,1.34,2007-10-26
23.2,28.6,17.1,0.6,0.6,70,5.9,25.67,5.18,0.355,23.1,2.0,2007-10-27
23.3,29.3,18.1,0.0,0.0,74,6.9,25.47,5.35,0.352,23.4,2.02,2007-10-28
24.7,30.6,19.1,0.0,0.0,70,6.3,27.07,5.61,0.349,23.6,2.36,2007-10-29
24.3,30.9,19.3,3.1,3.1,75,5.6,25.72,5.36,0.346,23.9,2.39,2007-10-30
24.8,31.3,20.2,0.5,0.5,72,8.7,27.1,5.77,0.345,24.0,2.64,2007-10-31
25.2,30.7,19.2,1.1,1.1,67,8.0,25.35,5.59,0.342,24.2,2.39,2007-11-01
24.8,29.8,20.0,1.0,1.0,71,7.6,23.71,5.19,0.34,24.2,2.1,2007-11-02
23.5,29.8,19.8,21.1,21.1,81,8.7,24.05,4.89,0.342,24.3,1.98,2007-11-03
20.9,25.2,19.0,20.5,20.5,92,4.7,12.64,2.5,0.359,24.0,0.79,2007-11-04
20.4,23.1,18.4,2.2,2.2,81,13.3,12.71,2.79,0.371,23.5,0.92,2007-11-05
18.9,20.4,17.4,17.0,17.0,89,10.8,7.62,1.59,0.377,23.0,0.41,2007-11-06
20.7,26.2,16.5,8.3,8.3,81,7.3,20.1,3.88,0.388,22.8,1.47,2007-11-07
20.8,26.1,17.6,2.4,2.4,81,7.3,17.78,3.54,0.39,22.9,1.44,2007-11-08
20.3,25.3,16.4,7.8,7.8,83,10.0,19.01,3.63,0.392,22.7,1.22,2007-11-09
20.9,25.7,17.7,5.3,5.3,82,11.5,15.61,3.22,0.397,22.6,1.2,2007-11-10
21.3,26.7,17.2,5.1,5.1,82,7.0,17.55,3.53,0.4,22.5,1.55,2007-11-11
20.0,23.3,17.0,23.6,23.6,90,9.7,10.68,2.12,0.408,22.4,0.51,2007-11-12
18.1,21.0,15.9,9.1,9.1,89,14.4,8.82,1.8,0.421,21.9,0.62,2007-11-13
22.0,27.6,17.0,0.0,0.0,74,9.8,27.85,5.42,0.423,22.0,1.82,2007-11-14
20.5,23.7,18.1,8.8,8.8,86,6.7,11.12,2.32,0.424,22.1,0.77,2007-11-15
18.8,21.7,16.6,0.5,0.5,80,15.1,10.58,2.48,0.427,21.8,0.86,2007-11-16
19.3,23.3,16.0,0.0,0.0,72,15.3,16.86,3.76,0.425,21.6,1.21,2007-11-17
20.4,25.5,15.8,0.0,0.0,70,11.9,20.92,4.39,0.422,21.6,1.64,2007-11-18
21.1,27.4,16.7,5.9,5.9,77,7.8,24.49,4.85,0.419,21.8,1.7,2007-11-19
21.1,26.2,17.6,5.5,5.5,83,5.1,20.51,4.01,0.425,22.0,1.27,2007-11-20
21.3,27.2,16.3,0.0,0.0,68,9.3,29.98,5.99,0.424,22.1,2.09,2007-11-21
19.8,25.0,14.7,0.0,0.0,64,10.2,26.83,5.44,0.419,22.1,1.73,2007-11-22
19.4,24.3,14.5,1.2,1.2,72,10.0,23.55,4.58,0.416,21.9,1.27,2007-11-23
20.9,25.4,16.8,2.5,2.5,76,9.8,23.0,4.42,0.414,22.0,1.24,2007-11-24
21.0,25.6,17.5,2.2,2.2,86,7.1,16.77,3.3,0.414,22.0,1.0,2007-11-25
22.1,26.6,17.6,7.8,7.8,82,4.4,20.26,4.0,0.414,22.2,1.3,2007-11-26
21.9,26.8,18.7,1.8,1.8,79,8.5,23.47,4.73,0.418,22.4,1.44,2007-11-27
21.5,27.0,16.3,0.0,0.0,67,6.6,29.1,5.75,0.415,22.5,2.0,2007-11-28
20.5,25.9,16.2,0.1,0.1,69,8.5,24.47,4.99,0.411,22.4,1.71,2007-11-29
21.3,26.2,17.0,0.7,0.7,68,7.5,23.59,4.81,0.408,22.5,1.76,2007-11-30
21.8,26.0,17.5,1.2,1.2,71,7.9,22.41,4.57,0.405,22.5,1.63,2007-12-01
22.6,27.7,18.1,0.5,0.5,70,7.4,25.2,5.08,0.402,22.7,2.01,2007-12-02
23.3,28.1,18.4,0.2,0.2,69,7.1,24.89,5.14,0.399,22.9,2.0,2007-12-03
23.5,29.0,19.3,1.7,1.7,75,9.0,25.83,5.3,0.396,23.1,2.0,2007-12-04
21.7,24.7,18.1,4.2,4.2,85,7.6,14.02,2.79,0.397,23.0,1.02,2007-12-05
23.1,28.1,18.9,7.3,7.3,78,9.9,23.08,4.69,0.398,23.0,1.62,2007-12-06
21.6,25.9,19.3,19.6,19.6,89,8.2,16.19,3.07,0.409,23.0,1.02,2007-12-07
22.2,27.2,18.4,4.0,4.0,85,5.2,18.59,3.73,0.415,23.0,1.41,2007-12-08
22.4,26.5,19.5,12.6,12.6,84,6.0,17.46,3.53,0.42,23.1,1.2,2007-12-09
22.2,27.2,19.7,10.7,10.7,83,9.5,19.67,3.93,0.432,23.1,1.39,2007-12-10
21.7,26.6,18.3,3.0,3.0,81,10.0,23.99,4.58,0.434,23.1,1.25,2007-12-11
22.3,26.8,18.4,7.0,7.0,82,8.0,24.12,4.67,0.434,23.1,1.34,2007-12-12
21.3,24.2,19.2,4.0,4.0,78,10.1,17.23,3.57,0.438,23.0,1.11,2007-12-13
19.5,20.9,18.3,10.8,10.8,89,9.7,6.81,1.49,0.442,22.6,0.43,2007-12-14
21.1,25.5,16.6,0.0,0.0,78,7.8,22.2,4.35,0.446,22.6,1.3,2007-12-15
22.3,27.5,16.9,0.0,0.0,68,6.8,26.4,5.34,0.443,22.8,1.99,2007-12-16
22.2,26.8,18.2,0.0,0.0,65,11.0,26.43,5.67,0.438,22.9,1.93,2007-12-17
21.8,26.3,17.4,0.0,0.0,65,9.9,22.76,4.83,0.434,22.9,1.8,2007-12-18
20.7,24.1,18.0,13.3,13.3,81,9.9,14.73,3.09,0.433,22.7,1.03,2007-12-19
19.6,21.4,18.5,31.2,31.2,95,6.7,4.24,0.96,0.451,22.4,0.27,2007-12-20
18.9,22.2,17.0,6.0,6.0,84,8.7,8.22,1.81,0.465,22.0,0.86,2007-12-21
20.3,25.5,17.1,6.5,6.5,83,4.5,17.14,3.45,0.467,22.0,1.13,2007-12-22
20.3,23.7,17.5,3.8,3.8,85,5.4,14.38,2.83,0.47,22.0,1.0,2007-12-23
20.9,24.8,17.7,10.6,10.6,84,7.6,19.78,3.8,0.472,22.1,1.09,2007-12-24
22.5,27.7,17.5,0.1,0.1,69,7.9,29.05,5.94,0.474,22.3,2.11,2007-12-25
22.3,27.2,16.8,0.0,0.0,64,9.1,27.92,5.76,0.468,22.5,1.93,2007-12-26
22.9,28.3,16.2,0.0,0.0,60,6.7,31.94,6.38,0.462,22.6,2.37,2007-12-27
22.6,27.4,16.7,0.1,0.1,70,5.7,25.09,5.06,0.456,22.7,1.87,2007-12-28
23.6,29.0,18.1,0.0,0.0,64,7.5,30.69,6.29,0.451,22.9,2.3,2007-12-29
23.6,29.4,17.5,0.0,0.0,64,7.9,31.0,6.41,0.446,23.1,2.42,2007-12-30
24.7,30.7,17.7,0.0,0.0,61,5.4,30.79,6.43,0.44,23.3,2.8,2007-12-31
24.7,29.9,19.1,0.0,0.0,61,6.9,25.89,5.68,0.435,23.5,2.6,2008-01-01
24.0,29.1,18.8,0.0,0.0,61,6.7,27.51,5.79,0.43,23.7,2.5,2008-01-02
23.9,29.0,18.0,0.0,0.0,58,8.1,29.77,6.34,0.425,23.8,2.5,2008-01-03
23.8,28.9,18.3,0.0,0.0,59,8.0,28.29,6.03,0.421,23.8,2.48,2008-01-04
23.9,28.6,18.9,2.8,2.8,63,8.7,22.63,5.14,0.417,23.8,2.22,2008-01-05
20.6,23.8,18.8,26.9,26.9,91,6.5,13.05,2.43,0.429,23.6,0.66,2008-01-06
19.8,24.5,17.9,36.9,36.9,87,7.8,11.9,2.39,0.455,23.1,1.06,2008-01-07
20.7,26.3,16.4,7.7,7.7,81,6.1,21.02,4.13,0.462,23.0,1.25,2008-01-08
21.5,26.4,17.2,3.9,3.9,81,5.7,23.79,4.62,0.466,23.1,1.37,2008-01-09
21.6,25.9,17.8,1.4,1.4,82,8.0,19.17,3.77,0.466,23.1,1.15,2008-01-10
22.4,26.8,18.9,4.9,4.9,83,7.9,22.58,4.34,0.465,23.2,1.26,2008-01-11
22.1,26.9,18.5,7.8,7.8,85,7.4,20.12,3.9,0.469,23.3,1.29,2008-01-12
20.7,24.5,19.1,33.5,33.5,91,7.1,12.4,2.45,0.481,23.1,0.82,2008-01-13
21.4,25.2,18.7,5.3,5.3,76,9.1,17.18,3.55,0.492,22.9,1.4,2008-01-14
21.5,26.1,18.0,0.0,0.0,67,10.5,25.44,5.24,0.486,22.9,1.92,2008-01-15
21.3,26.0,17.1,1.8,1.8,77,8.9,26.99,5.1,0.48,22.9,1.33,2008-01-16
21.7,26.6,17.9,4.4,4.4,81,6.9,22.09,4.27,0.478,22.9,1.49,2008-01-17
22.3,27.2,18.2,6.4,6.4,81,8.2,23.95,4.66,0.479,23.0,1.5,2008-01-18
22.1,27.6,18.6,6.3,6.3,86,8.3,20.61,4.02,0.481,23.1,1.36,2008-01-19
21.3,25.2,19.2,16.2,16.2,91,6.8,12.06,2.37,0.487,23.0,0.93,2008-01-20
19.6,21.4,18.1,13.6,13.6,93,7.9,6.86,1.42,0.496,22.6,0.47,2008-01-21
17.9,20.5,16.4,13.1,13.1,88,13.5,4.65,1.28,0.501,22.1,0.57,2008-01-22
17.7,19.7,16.1,6.5,6.5,89,11.8,6.98,1.54,0.501,21.6,0.32,2008-01-23
19.1,21.8,16.4,4.0,4.0,84,9.7,8.59,1.9,0.501,21.5,0.74,2008-01-24
20.1,24.3,17.0,5.5,5.5,83,7.9,15.13,3.08,0.498,21.5,1.0,2008-01-25
19.0,21.8,16.9,6.9,6.9,86,10.3,11.11,2.26,0.499,21.5,0.67,2008-01-26
18.5,20.3,16.9,7.4,7.4,85,13.5,8.52,1.93,0.5,21.2,0.51,2008-01-27
17.6,19.0,16.4,12.7,12.7,91,13.7,6.03,1.3,0.505,20.9,0.33,2008-01-28
18.9,21.9,17.0,17.6,17.6,90,11.2,10.14,2.0,0.507,20.8,0.68,2008-01-29
19.5,22.8,17.5,5.0,5.0,92,7.8,7.57,1.5,0.507,20.8,0.57,2008-01-30
21.4,26.5,17.2,6.2,6.2,84,6.1,20.52,4.0,0.503,21.2,1.29,2008-01-31
22.4,27.3,17.7,0.1,0.1,80,4.6,22.22,4.35,0.498,21.6,1.55,2008-02-01
22.4,27.2,18.4,8.6,8.6,84,8.7,21.06,4.08,0.492,21.8,1.1,2008-02-02
20.2,21.8,19.3,17.2,17.2,96,5.0,5.23,1.08,0.501,21.8,0.23,2008-02-03
19.4,21.4,17.9,22.3,22.3,93,5.4,6.17,1.32,0.503,21.5,0.36,2008-02-04
18.9,21.2,17.1,13.0,13.0,91,7.4,6.62,1.39,0.5,21.3,0.52,2008-02-05
21.0,26.3,17.5,7.6,7.6,83,7.9,23.64,4.48,0.501,21.4,1.4,2008-02-06
20.9,25.2,18.4,16.9,16.9,88,8.3,14.2,2.75,0.503,21.6,0.98,2008-02-07
21.3,26.3,18.2,6.0,6.0,84,5.2,20.28,3.94,0.505,21.7,1.35,2008-02-08
21.6,26.0,17.3,10.3,10.3,85,6.7,21.73,4.17,0.502,21.9,1.07,2008-02-09
22.7,28.1,17.6,0.9,0.9,80,6.7,23.78,4.81,0.499,22.1,1.78,2008-02-10
23.8,29.1,19.0,2.2,2.2,76,5.0,25.98,5.28,0.49,22.5,1.72,2008-02-11
23.3,29.3,18.3,2.2,2.2,79,5.5,27.03,5.42,0.488,22.7,1.72,2008-02-12
23.3,28.6,18.5,1.7,1.7,77,5.6,25.36,5.11,0.483,22.9,1.67,2008-02-13
22.8,28.2,18.5,4.8,4.8,77,6.7,25.38,5.12,0.479,23.0,1.72,2008-02-14
22.3,26.8,18.2,0.6,0.6,76,9.5,22.37,4.62,0.476,23.0,1.65,2008-02-15
22.0,26.4,18.1,0.4,0.4,77,8.8,21.65,4.39,0.472,22.9,1.42,2008-02-16
22.5,27.4,17.9,1.7,1.7,73,7.0,26.61,5.29,0.468,23.0,1.56,2008-02-17
21.9,27.8,18.0,8.7,8.7,80,5.2,23.33,4.61,0.465,23.1,1.61,2008-02-18
20.6,25.0,17.6,10.6,10.6,87,4.8,17.99,3.42,0.469,23.0,0.97,2008-02-19
21.5,26.2,17.8,1.3,1.3,82,6.1,20.77,4.03,0.474,22.9,1.32,2008-02-20
21.0,24.8,18.1,7.2,7.2,87,6.0,13.65,2.66,0.473,22.8,0.89,2008-02-21
21.3,25.9,18.3,9.4,9.4,87,5.7,15.99,3.11,0.479,22.7,1.18,2008-02-22
21.5,26.3,17.9,1.6,1.6,88,4.4,18.72,3.63,0.482,22.8,1.08,2008-02-23
20.9,25.3,18.9,9.9,9.9,91,5.2,13.09,2.54,0.485,22.7,0.96,2008-02-24
21.3,25.0,18.3,3.1,3.1,81,4.7,14.73,3.03,0.488,22.7,1.19,2008-02-25
21.8,26.1,17.3,0.1,0.1,74,7.8,21.75,4.4,0.484,22.7,1.54,2008-02-26
21.5,25.8,17.8,0.3,0.3,74,10.8,22.32,4.62,0.478,22.7,1.47,2008-02-27
20.9,24.9,18.2,0.0,0.0,69,9.1,16.3,3.6,0.473,22.6,1.52,2008-02-28
20.0,25.1,16.3,3.6,3.6,80,9.6,17.14,3.45,0.47,22.4,1.1,2008-02-29
20.0,22.2,18.7,20.2,20.2,93,9.6,7.07,1.37,0.484,22.2,0.49,2008-03-01
22.0,26.3,19.0,0.9,0.9,82,9.3,20.31,3.95,0.487,22.3,1.51,2008-03-02
22.2,27.7,16.5,0.0,0.0,71,9.0,25.0,5.11,0.483,22.4,2.02,2008-03-03
22.3,27.9,16.4,0.0,0.0,69,9.5,25.91,5.34,0.477,22.5,2.04,2008-03-04
22.8,28.2,17.3,0.0,0.0,71,6.7,25.56,5.12,0.472,22.7,1.87,2008-03-05
23.0,28.2,17.2,0.2,0.2,72,5.9,25.42,5.13,0.466,22.8,1.92,2008-03-06
22.4,26.8,19.0,2.7,2.7,81,6.9,18.78,3.8,0.462,22.9,1.21,2008-03-07
21.8,26.5,18.7,3.1,3.1,83,7.6,17.96,3.55,0.462,22.9,1.2,2008-03-08
21.6,26.1,17.8,2.6,2.6,83,5.4,18.72,3.7,0.461,22.9,1.27,2008-03-09
21.7,25.8,18.2,0.7,0.7,82,6.2,18.78,3.67,0.46,22.8,1.08,2008-03-10
21.6,25.7,18.9,2.4,2.4,83,7.0,14.74,2.99,0.458,22.8,1.14,2008-03-11
20.8,24.2,18.0,14.6,14.6,91,5.9,12.01,2.3,0.464,22.7,0.82,2008-03-12
20.4,23.2,18.2,8.8,8.8,92,7.8,9.43,1.84,0.472,22.5,0.66,2008-03-13
18.8,19.5,17.4,57.4,57.4,95,7.7,2.56,0.66,0.495,22.1,0.17,2008-03-14
17.2,18.0,16.5,32.3,32.3,92,10.9,3.52,0.85,0.503,21.6,0.21,2008-03-15
17.9,20.7,16.5,38.8,38.8,96,8.6,3.93,0.81,0.505,21.3,0.27,2008-03-16
20.4,25.1,17.6,22.6,22.6,87,7.7,15.31,2.91,0.5,21.4,1.07,2008-03-17
21.1,25.5,17.3,0.7,0.7,77,8.4,19.79,3.97,0.5,21.6,1.43,2008-03-18
21.3,25.7,17.5,0.1,0.1,72,11.0,22.73,4.57,0.489,21.8,1.6,2008-03-19
21.1,25.8,17.5,2.2,2.2,79,7.2,21.04,4.08,0.478,21.9,1.29,2008-03-20
21.0,26.0,16.5,0.1,0.1,77,7.9,22.12,4.27,0.47,21.9,1.5,2008-03-21
21.1,25.9,17.4,0.2,0.2,75,6.8,19.76,3.88,0.461,21.9,1.63,2008-03-22
21.7,26.7,16.6,9.3,9.3,76,3.7,21.25,4.15,0.455,22.0,1.57,2008-03-23
21.3,26.3,17.4,2.9,2.9,84,6.7,19.72,3.8,0.457,22.1,1.37,2008-03-24
20.3,24.6,17.9,10.8,10.8,86,8.6,15.3,2.97,0.459,22.0,0.9,2008-03-25
20.1,24.1,17.4,10.5,10.5,83,7.7,15.58,3.03,0.464,21.9,1.01,2008-03-26
19.8,23.5,17.0,8.5,8.5,85,5.4,16.62,3.11,0.467,21.8,0.88,2008-03-27
19.6,24.6,14.3,0.4,0.4,81,5.7,18.19,3.42,0.466,21.8,1.32,2008-03-28
20.7,26.4,15.4,0.1,0.1,74,7.1,21.92,4.42,0.461,21.8,1.72,2008-03-29
19.7,24.4,15.7,0.2,0.2,75,8.0,19.78,3.96,0.455,21.8,1.38,2008-03-30
19.0,23.2,15.0,0.0,0.0,71,9.5,18.11,3.62,0.449,21.6,1.33,2008-03-31
19.0,24.2,14.4,0.0,0.0,73,7.1,20.14,3.77,0.444,21.5,1.54,2008-04-01
20.0,25.2,14.0,0.0,0.0,73,7.1,20.12,3.92,0.439,21.4,1.57,2008-04-02
20.6,24.9,16.7,8.6,8.6,79,5.3,16.93,3.28,0.435,21.6,1.37,2008-04-03
19.3,21.3,17.8,11.0,11.0,91,3.5,5.82,1.22,0.443,21.4,0.52,2008-04-04
20.1,24.0,17.5,0.6,0.6,81,10.9,14.5,2.99,0.444,21.4,1.04,2008-04-05
18.5,19.3,17.7,2.2,2.2,87,13.1,4.62,1.18,0.442,21.1,0.39,2008-04-06
19.1,21.5,17.6,17.3,17.3,95,7.8,6.03,1.13,0.45,21.0,0.3,2008-04-07
20.7,25.3,17.4,2.6,2.6,89,4.7,13.43,2.62,0.456,21.1,0.99,2008-04-08
21.6,26.8,17.6,1.5,1.5,84,6.1,18.23,3.54,0.454,21.4,1.38,2008-04-09
21.3,26.4,17.4,5.8,5.8,88,5.7,16.68,3.19,0.453,21.6,1.09,2008-04-10
21.5,26.8,17.7,0.0,0.0,82,3.9,18.18,3.5,0.453,21.7,1.44,2008-04-11
21.6,27.5,16.5,0.5,0.5,78,5.5,21.52,4.25,0.449,21.7,1.84,2008-04-12
21.5,27.7,15.4,0.5,0.5,78,5.9,21.39,4.17,0.445,21.8,1.74,2008-04-13
20.8,25.0,17.4,6.5,6.5,85,6.2,12.94,2.53,0.444,21.8,0.93,2008-04-14
20.5,25.2,17.1,1.5,1.5,84,6.5,16.47,3.19,0.445,21.7,1.18,2008-04-15
20.2,23.9,16.8,0.2,0.2,78,10.4,13.8,2.79,0.443,21.6,1.07,2008-04-16
20.7,25.5,15.7,0.0,0.0,80,4.4,16.06,3.02,0.44,21.6,1.31,2008-04-17
20.3,24.6,16.2,0.0,0.0,80,6.4,14.06,2.8,0.437,21.6,1.29,2008-04-18
19.6,23.9,15.0,0.4,0.4,78,7.9,13.18,2.66,0.434,21.4,1.27,2008-04-19
19.3,22.6,17.0,6.9,6.9,87,8.4,9.07,1.81,0.434,21.3,0.9,2008-04-20
19.6,23.8,17.1,7.0,7.0,88,6.2,11.12,2.1,0.438,21.2,0.84,2008-04-21
19.2,24.0,16.1,11.7,11.7,90,4.3,13.15,2.45,0.446,21.2,0.85,2008-04-22
19.2,23.5,15.7,0.6,0.6,84,6.9,14.04,2.67,0.45,21.1,1.07,2008-04-23
19.0,24.4,14.4,0.0,0.0,77,6.3,19.45,3.67,0.447,20.9,1.47,2008-04-24
