weather_brazil_minas_gerais_temperature_2m_mean,weather_brazil_minas_gerais_temperature_2m_max,weather_brazil_minas_gerais_temperature_2m_min,weather_brazil_minas_gerais_precipitation_sum,weather_brazil_minas_gerais_rain_sum,weather_brazil_minas_gerais_relative_humidity_2m_mean,weather_brazil_minas_gerais_wind_speed_10m_mean,weather_brazil_minas_gerais_shortwave_radiation_sum,weather_brazil_minas_gerais_et0_fao_evapotranspiration,weather_brazil_minas_gerais_soil_moisture_0_to_100cm_mean,weather_brazil_minas_gerais_soil_temperature_0_to_100cm_mean,weather_brazil_minas_gerais_vapour_pressure_deficit_max,Date
19.2,23.3,15.5,0.0,0.0,78,5.4,14.3,2.84,0.388,20.3,1.14,2013-11-08
20.5,25.8,15.7,0.0,0.0,74,6.9,20.01,3.95,0.386,20.5,1.69,2013-11-09
22.2,27.9,16.8,0.0,0.0,70,6.6,24.63,4.93,0.383,20.8,2.1,2013-11-10
23.8,29.9,18.0,0.0,0.0,68,9.6,27.4,5.84,0.379,21.2,2.39,2013-11-11
24.7,30.7,19.0,0.3,0.3,70,8.8,26.32,5.68,0.375,21.7,2.26,2013-11-12
22.0,25.7,18.2,0.8,0.8,71,12.4,14.53,3.61,0.372,21.7,1.6,2013-11-13
20.4,26.3,13.7,0.0,0.0,57,11.8,26.66,5.86,0.369,21.5,1.84,2013-11-14
20.6,26.5,15.3,1.4,1.4,69,11.8,25.88,5.27,0.366,21.6,1.62,2013-11-15
21.8,28.2,16.4,6.1,6.1,74,7.5,27.85,5.5,0.366,21.8,2.04,2013-11-16
19.7,22.5,17.7,17.0,17.0,90,5.1,12.25,2.42,0.38,21.7,0.6,2013-11-17
19.9,24.0,16.6,10.6,10.6,83,8.7,18.22,3.55,0.388,21.5,0.93,2013-11-18
21.6,27.7,16.7,4.4,4.4,79,8.9,27.14,5.28,0.391,21.6,1.59,2013-11-19
22.8,28.7,16.7,0.0,0.0,67,7.0,30.4,6.06,0.39,21.9,2.23,2013-11-20
23.2,29.2,16.9,0.0,0.0,61,7.1,30.88,6.42,0.386,22.1,2.5,2013-11-21
21.6,26.4,18.2,10.4,10.4,81,5.9,18.59,3.74,0.385,22.2,1.33,2013-11-22
19.6,22.3,17.5,17.0,17.0,90,9.4,11.03,2.15,0.398,21.8,0.56,2013-11-23
19.2,23.2,17.0,9.1,9.1,87,11.7,11.96,2.41,0.409,21.5,0.87,2013-11-24
18.7,19.7,17.6,23.6,23.6,93,9.8,5.73,1.2,0.425,21.2,0.27,2013-11-25
18.3,20.5,16.7,20.5,20.5,92,10.6,6.52,1.35,0.446,20.9,0.34,2013-11-26
20.0,23.9,17.2,3.7,3.7,84,10.0,15.76,3.1,0.452,20.9,0.95,2013-11-27
21.5,26.1,17.8,1.7,1.7,80,8.0,18.49,3.72,0.452,21.1,1.24,2013-11-28
22.3,27.6,18.4,8.0,8.0,81,8.7,24.61,4.81,0.45,21.4,1.52,2013-11-29
21.3,25.8,19.0,15.9,15.9,86,8.1,16.63,3.22,0.457,21.6,1.13,2013-11-30
20.6,24.0,18.8,32.0,32.0,92,4.2,9.73,1.99,0.475,21.4,0.74,2013-12-01
20.7,23.9,18.8,18.6,18.6,92,6.9,10.9,2.13,0.488,21.4,0.51,2013-12-02
22.7,27.7,19.1,0.8,0.8,81,8.9,22.44,4.48,0.487,21.6,1.6,2013-12-03
23.7,29.2,16.8,0.0,0.0,72,6.2,26.23,5.33,0.481,21.8,2.12,2013-12-04
24.1,29.8,18.5,5.9,5.9,75,7.9,26.81,5.6,0.476,22.2,1.89,2013-12-05
23.4,28.3,18.3,0.7,0.7,74,6.2,26.77,5.47,0.475,22.4,1.73,2013-12-06
22.5,26.8,19.4,1.6,1.6,76,8.8,19.88,4.21,0.47,22.5,1.35,2013-12-07
22.2,26.5,18.9,10.5,10.5,83,7.9,22.27,4.37,0.47,22.5,1.23,2013-12-08
22.8,27.0,19.1,1.0,1.0,78,7.7,22.86,4.61,0.473,22.6,1.47,2013-12-09
22.2,26.6,20.0,6.6,6.6,86,7.8,16.43,3.26,0.472,22.5,1.14,2013-12-10
20.5,23.0,18.9,14.6,14.6,93,6.5,7.66,1.56,0.48,22.3,0.48,2013-12-11
20.6,24.3,17.7,1.3,1.3,80,7.9,15.65,3.24,0.484,22.1,1.09,2013-12-12
20.7,25.4,16.2,0.4,0.4,73,8.8,23.25,4.68,0.481,22.0,1.46,2013-12-13
21.7,26.1,17.1,0.0,0.0,73,6.7,21.83,4.34,0.477,22.1,1.55,2013-12-14
21.7,26.6,18.5,13.9,13.9,81,7.9,21.38,4.25,0.478,22.2,1.38,2013-12-15
21.6,27.2,17.4,0.9,0.9,79,7.7,23.44,4.7,0.482,22.3,1.6,2013-12-16
20.4,23.8,17.4,0.6,0.6,79,11.5,16.52,3.34,0.479,22.2,0.96,2013-12-17
21.0,25.8,15.9,0.4,0.4,74,8.6,23.23,4.63,0.477,22.1,1.44,2013-12-18
21.2,26.7,16.3,0.5,0.5,77,7.2,27.33,5.3,0.473,22.2,1.48,2013-12-19
21.2,26.5,16.0,1.4,1.4,77,7.1,26.0,5.08,0.47,22.3,1.43,2013-12-20
21.1,26.1,18.1,9.7,9.7,83,8.6,20.49,4.0,0.47,22.3,1.24,2013-12-21
21.1,25.6,17.4,4.7,4.7,81,9.3,20.13,3.99,0.475,22.2,1.19,2013-12-22
20.8,22.9,19.2,9.6,9.6,87,6.7,9.37,2.03,0.479,22.1,0.62,2013-12-23
21.1,26.0,19.0,12.1,12.1,89,7.8,16.34,3.16,0.486,22.1,1.13,2013-12-24
