weather_vietnam_dak_lak_temperature_2m_mean,weather_vietnam_dak_lak_temperature_2m_max,weather_vietnam_dak_lak_temperature_2m_min,weather_vietnam_dak_lak_precipitation_sum,weather_vietnam_dak_lak_rain_sum,weather_vietnam_dak_lak_relative_humidity_2m_mean,weather_vietnam_dak_lak_wind_speed_10m_mean,weather_vietnam_dak_lak_shortwave_radiation_sum,weather_vietnam_dak_lak_et0_fao_evapotranspiration,weather_vietnam_dak_lak_soil_moisture_0_to_100cm_mean,weather_vietnam_dak_lak_soil_temperature_0_to_100cm_mean,weather_vietnam_dak_lak_vapour_pressure_deficit_max,Date
21.6,28.6,15.8,0.0,0.0,69,9.9,22.22,4.72,0.391,22.5,2.41,2006-01-13
21.6,29.0,15.6,0.0,0.0,70,9.7,22.24,4.64,0.388,22.5,2.5,2006-01-14
22.5,29.0,17.1,0.0,0.0,71,10.5,21.21,4.59,0.385,22.7,2.21,2006-01-15
23.4,28.8,19.1,0.0,0.0,74,10.2,18.05,4.06,0.382,22.9,1.89,2006-01-16
23.8,29.5,19.1,0.0,0.0,72,7.9,20.21,4.37,0.379,23.1,2.17,2006-01-17
24.0,29.8,18.4,0.0,0.0,73,4.2,18.4,3.78,0.376,23.3,2.24,2006-01-18
24.9,29.7,20.3,0.0,0.0,72,5.0,15.98,3.5,0.374,23.4,2.06,2006-01-19
25.8,30.3,21.2,0.1,0.1,69,6.5,17.26,3.95,0.372,23.7,2.28,2006-01-20
24.1,28.3,20.6,0.9,0.9,75,10.3,17.12,3.89,0.37,23.8,1.73,2006-01-21
22.6,27.8,19.5,0.0,0.0,70,16.0,17.48,4.33,0.368,23.7,1.98,2006-01-22
21.1,25.9,18.4,0.0,0.0,69,20.2,17.06,4.25,0.366,23.5,1.77,2006-01-23
20.4,25.0,17.8,0.0,0.0,65,19.2,16.22,4.26,0.364,23.3,1.86,2006-01-24
20.3,23.5,18.2,0.0,0.0,67,15.5,11.03,3.15,0.363,23.1,1.29,2006-01-25
20.3,24.2,17.9,0.1,0.1,68,15.2,10.38,3.1,0.361,22.9,1.35,2006-01-26
20.3,24.0,17.3,0.9,0.9,70,12.8,11.11,2.92,0.361,22.7,1.26,2006-01-27
21.9,26.5,18.7,0.0,0.0,70,10.7,9.67,2.74,0.36,22.8,1.55,2006-01-28
23.2,28.0,19.2,0.0,0.0,72,13.0,14.67,3.74,0.358,23.0,1.93,2006-01-29
24.1,28.3,20.5,0.0,0.0,72,14.9,14.07,3.79,0.356,23.3,1.84,2006-01-30
23.5,28.3,20.2,0.3,0.3,74,16.3,15.2,3.9,0.355,23.4,1.77,2006-01-31
23.3,28.5,20.0,0.0,0.0,66,19.6,21.46,5.38,0.353,23.5,2.24,2006-02-01
22.6,28.8,18.2,0.0,0.0,64,16.5,22.72,5.45,0.351,23.5,2.29,2006-02-02
22.5,28.8,17.9,0.0,0.0,65,18.1,22.66,5.48,0.349,23.5,2.27,2006-02-03
22.2,26.4,19.5,0.0,0.0,67,21.8,16.25,4.5,0.347,23.5,1.78,2006-02-04
22.5,28.6,19.1,0.0,0.0,65,18.3,20.52,5.14,0.346,23.5,2.35,2006-02-05
22.6,28.4,19.0,0.0,0.0,68,16.9,19.17,4.77,0.344,23.5,2.19,2006-02-06
22.6,27.9,19.4,0.0,0.0,66,20.0,18.34,4.9,0.342,23.6,2.08,2006-02-07
22.1,26.8,18.8,0.0,0.0,68,18.2,14.68,4.08,0.341,23.5,1.8,2006-02-08
22.6,26.8,19.8,0.0,0.0,75,18.7,11.75,3.33,0.34,23.5,1.52,2006-02-09
22.3,24.9,20.5,0.0,0.0,77,20.1,9.99,2.95,0.339,23.5,1.2,2006-02-10
22.7,27.5,19.5,0.0,0.0,67,19.2,17.34,4.68,0.338,23.5,2.02,2006-02-11
22.5,27.8,19.0,0.0,0.0,66,20.3,19.39,5.11,0.337,23.6,2.14,2006-02-12
23.0,29.0,19.3,0.0,0.0,66,16.8,19.74,4.99,0.335,23.6,2.32,2006-02-13
24.6,31.3,19.0,0.0,0.0,64,10.4,20.21,5.02,0.334,23.9,2.87,2006-02-14
25.8,32.4,19.9,0.0,0.0,63,9.4,22.09,5.39,0.332,24.2,2.98,2006-02-15
26.4,33.1,21.1,0.0,0.0,65,9.3,22.09,5.41,0.33,24.6,3.27,2006-02-16
25.6,31.4,22.0,0.0,0.0,68,15.6,20.9,5.4,0.329,24.8,2.68,2006-02-17
25.1,30.5,21.5,0.0,0.0,67,17.3,19.18,5.18,0.327,24.8,2.49,2006-02-18
24.6,30.7,21.0,0.0,0.0,65,17.8,22.77,5.8,0.326,24.9,2.73,2006-02-19
24.2,29.3,21.1,0.0,0.0,67,19.1,16.84,4.83,0.325,24.8,2.33,2006-02-20
24.5,30.3,21.4,0.0,0.0,66,18.2,20.56,5.41,0.324,24.9,2.58,2006-02-21
24.4,29.9,20.6,0.0,0.0,68,18.9,18.63,5.04,0.323,24.9,2.38,2006-02-22
23.8,28.3,20.3,0.0,0.0,70,18.8,14.95,4.25,0.322,24.8,1.91,2006-02-23
24.4,29.1,21.6,0.0,0.0,69,19.2,17.33,4.74,0.321,24.8,2.03,2006-02-24
24.7,29.5,21.1,0.0,0.0,67,15.4,17.6,4.69,0.32,24.9,2.21,2006-02-25
24.8,31.0,19.9,0.0,0.0,66,14.0,21.48,5.39,0.319,25.0,2.71,2006-02-26
25.3,31.8,20.2,0.0,0.0,63,10.8,22.2,5.45,0.318,25.1,3.05,2006-02-27
26.1,32.5,19.7,0.0,0.0,60,5.5,21.73,4.9,0.317,25.4,3.28,2006-02-28
24.1,28.5,19.6,0.2,0.2,66,17.3,18.1,4.81,0.316,25.4,2.02,2006-03-01
22.0,28.0,18.4,0.0,0.0,65,20.6,21.67,5.39,0.315,25.0,2.13,2006-03-02
22.2,29.3,17.6,0.0,0.0,63,17.9,25.69,6.04,0.314,24.9,2.54,2006-03-03
23.5,31.1,17.3,0.0,0.0,62,13.1,24.76,5.85,0.312,24.9,2.96,2006-03-04
24.9,31.8,19.3,0.0,0.0,61,12.6,24.6,6.04,0.311,25.1,3.1,2006-03-05
26.2,33.4,19.9,0.0,0.0,59,8.8,25.19,6.04,0.31,25.4,3.6,2006-03-06
26.6,33.5,20.6,0.0,0.0,59,8.5,22.75,5.67,0.309,25.6,3.56,2006-03-07
26.7,34.7,20.7,0.0,0.0,57,12.4,26.05,6.75,0.308,25.9,4.13,2006-03-08
26.0,33.7,20.4,0.0,0.0,61,13.0,25.77,6.54,0.307,26.0,3.8,2006-03-09
25.9,33.1,20.2,0.0,0.0,60,11.3,25.23,6.26,0.306,26.0,3.54,2006-03-10
26.6,34.0,19.0,0.0,0.0,57,8.4,24.77,6.15,0.305,26.2,3.79,2006-03-11
27.3,33.8,20.0,0.1,0.1,58,6.0,21.75,5.15,0.303,26.4,3.44,2006-03-12
26.3,34.1,19.6,0.3,0.3,62,12.3,25.53,6.49,0.303,26.5,3.89,2006-03-13
21.0,23.0,19.5,41.7,41.7,91,14.5,3.45,1.0,0.323,25.9,0.59,2006-03-14
23.3,27.3,20.5,0.0,0.0,78,13.0,15.95,3.63,0.338,25.4,1.42,2006-03-15
24.2,28.5,20.6,0.1,0.1,76,12.5,17.5,4.08,0.335,25.4,1.62,2006-03-16
25.4,30.5,21.5,0.0,0.0,73,11.2,23.35,5.28,0.332,25.5,2.14,2006-03-17
25.1,31.4,19.9,0.0,0.0,70,9.4,25.66,5.75,0.328,25.6,2.7,2006-03-18
25.1,31.0,20.1,0.0,0.0,69,13.9,24.99,5.91,0.324,25.6,2.52,2006-03-19
25.2,31.0,21.5,0.3,0.3,71,14.6,21.15,5.15,0.321,25.7,2.52,2006-03-20
25.7,32.9,19.7,0.0,0.0,64,11.8,26.82,6.33,0.318,25.7,3.41,2006-03-21
25.9,32.9,17.8,0.0,0.0,62,6.4,25.56,5.78,0.315,25.8,3.32,2006-03-22
26.6,32.0,20.7,0.0,0.0,66,5.8,20.56,4.78,0.313,25.9,2.77,2006-03-23
27.1,32.4,21.3,0.0,0.0,63,4.5,20.95,4.7,0.31,26.1,2.75,2006-03-24
27.3,33.3,22.7,0.0,0.0,62,10.6,23.55,6.0,0.308,26.3,3.34,2006-03-25
27.8,34.5,21.0,0.0,0.0,58,7.2,25.23,6.07,0.306,26.4,3.79,2006-03-26
28.5,35.0,22.1,0.0,0.0,58,5.4,23.71,5.64,0.304,26.7,3.84,2006-03-27
28.0,33.8,23.1,1.0,1.0,62,8.2,22.6,5.57,0.303,26.8,3.14,2006-03-28
26.9,32.6,22.4,0.2,0.2,62,12.0,22.12,5.76,0.301,26.9,3.16,2006-03-29
27.3,33.6,21.5,0.4,0.4,60,6.8,22.65,5.3,0.3,26.9,3.54,2006-03-30
27.8,34.0,22.5,0.0,0.0,58,6.4,22.22,5.37,0.299,27.0,3.75,2006-03-31
27.2,32.5,22.6,0.2,0.2,62,5.7,20.06,4.78,0.298,27.1,3.06,2006-04-01
24.8,28.7,21.8,72.3,72.3,81,3.8,13.23,2.83,0.332,26.8,1.65,2006-04-02
26.0,31.1,22.8,3.4,3.4,73,3.9,21.29,4.51,0.34,26.6,2.26,2006-04-03
26.4,31.7,20.0,0.0,0.0,68,4.1,24.14,5.18,0.337,26.5,2.68,2006-04-04
27.2,31.4,23.1,0.0,0.0,66,5.2,20.31,4.52,0.334,26.6,2.31,2006-04-05
27.2,33.2,21.3,0.0,0.0,61,8.5,26.35,6.31,0.33,26.6,3.32,2006-04-06
26.6,32.2,22.5,1.2,1.2,67,9.7,20.43,4.98,0.325,26.7,2.62,2006-04-07
26.0,31.3,23.1,1.4,1.4,71,7.6,17.85,4.11,0.323,26.6,2.28,2006-04-08
26.2,32.8,21.7,3.8,3.8,72,4.2,19.79,4.35,0.322,26.4,2.71,2006-04-09
26.4,31.7,21.6,0.2,0.2,72,4.0,21.49,4.68,0.321,26.4,2.44,2006-04-10
27.3,33.7,22.5,0.2,0.2,67,4.3,23.0,5.09,0.317,26.6,3.11,2006-04-11
27.6,33.2,21.7,0.0,0.0,64,6.7,24.8,5.69,0.314,26.7,3.05,2006-04-12
27.1,33.0,22.9,5.0,5.0,70,6.1,21.87,4.96,0.312,26.8,2.7,2006-04-13
27.2,33.2,20.8,0.2,0.2,64,8.2,23.75,5.87,0.313,26.8,3.23,2006-04-14
26.6,32.2,21.5,0.4,0.4,65,12.0,23.9,5.91,0.31,26.8,2.68,2006-04-15
25.5,30.4,22.1,0.7,0.7,69,15.6,20.76,5.28,0.307,26.7,2.27,2006-04-16
25.7,31.0,22.0,0.0,0.0,67,15.8,20.38,5.37,0.305,26.6,2.39,2006-04-17
26.5,33.0,21.6,0.0,0.0,64,13.0,25.01,6.23,0.303,26.7,3.21,2006-04-18
26.8,33.6,21.4,0.7,0.7,65,13.5,24.57,6.29,0.301,26.8,3.44,2006-04-19
27.3,34.8,21.5,0.0,0.0,56,14.0,28.37,7.39,0.299,26.9,4.31,2006-04-20
27.9,34.5,21.3,0.0,0.0,54,6.9,25.37,6.01,0.297,27.1,3.97,2006-04-21
29.0,34.1,23.9,0.0,0.0,50,6.5,23.34,5.78,0.295,27.3,3.7,2006-04-22
29.7,35.7,25.2,0.0,0.0,53,4.4,22.63,5.43,0.294,27.6,3.96,2006-04-23
28.2,33.8,24.9,0.9,0.9,60,6.8,23.07,5.55,0.293,27.8,3.45,2006-04-24
28.7,33.8,23.6,0.0,0.0,55,2.7,22.11,4.86,0.292,27.8,3.47,2006-04-25
29.0,33.6,24.8,0.3,0.3,53,5.6,20.84,5.12,0.291,27.9,3.28,2006-04-26
28.1,33.0,23.7,1.8,1.8,63,4.3,18.73,4.32,0.291,27.9,2.87,2006-04-27
27.5,33.2,23.5,2.0,2.0,68,3.4,19.52,4.28,0.292,27.9,2.89,2006-04-28
27.2,32.9,22.5,4.5,4.5,70,4.5,21.07,4.61,0.295,27.7,2.68,2006-04-29
26.0,32.0,23.0,5.8,5.8,78,3.9,18.64,4.01,0.297,27.6,2.52,2006-04-30
25.9,31.7,22.3,0.7,0.7,78,3.9,19.05,4.14,0.3,27.4,2.32,2006-05-01
26.7,31.8,22.6,2.0,2.0,72,4.4,20.48,4.51,0.299,27.4,2.35,2006-05-02
25.9,32.3,21.4,12.1,12.1,78,4.1,21.64,4.62,0.3,27.3,2.42,2006-05-03
26.7,32.7,20.9,3.0,3.0,73,4.0,22.87,4.91,0.306,27.3,2.79,2006-05-04
27.0,31.6,23.6,1.5,1.5,74,4.3,21.79,4.67,0.304,27.3,2.15,2006-05-05
26.8,31.3,22.1,1.2,1.2,71,4.8,20.82,4.5,0.303,27.2,2.26,2006-05-06
26.8,31.9,22.4,0.3,0.3,68,4.6,21.05,4.65,0.301,27.2,2.55,2006-05-07
27.9,33.7,22.8,0.9,0.9,62,3.1,23.82,5.18,0.299,27.3,3.27,2006-05-08
28.0,32.6,23.1,0.4,0.4,63,4.9,22.84,5.16,0.296,27.4,2.79,2006-05-09
27.3,32.4,23.5,4.7,4.7,69,4.3,20.96,4.66,0.296,27.4,2.6,2006-05-10
27.3,33.0,21.2,1.4,1.4,67,7.1,22.59,5.44,0.297,27.4,2.98,2006-05-11
28.6,34.4,23.1,0.0,0.0,58,6.1,25.47,5.99,0.295,27.6,3.58,2006-05-12
27.6,32.5,23.0,1.8,1.8,65,6.7,24.29,5.54,0.293,27.7,2.72,2006-05-13
26.4,32.0,22.6,6.4,6.4,70,8.7,21.9,4.98,0.294,27.5,2.49,2006-05-14
26.5,31.5,22.2,0.0,0.0,65,6.7,24.57,5.64,0.296,27.3,2.74,2006-05-15
27.3,33.1,21.8,0.0,0.0,57,9.4,24.48,6.13,0.293,27.4,3.31,2006-05-16
27.9,34.3,22.0,0.0,0.0,53,9.7,24.9,6.43,0.291,27.5,3.69,2006-05-17
26.2,32.7,23.1,10.8,10.8,74,6.4,17.95,4.07,0.293,27.5,2.75,2006-05-18
23.8,27.1,22.1,19.1,19.1,88,5.7,8.01,1.82,0.308,27.0,1.26,2006-05-19
24.4,29.7,21.8,6.7,6.7,84,8.2,15.55,3.32,0.319,26.7,1.65,2006-05-20
23.9,26.2,21.5,2.3,2.3,84,5.5,8.6,1.93,0.321,26.4,1.02,2006-05-21
25.3,30.3,22.5,1.1,1.1,78,5.8,18.42,3.97,0.319,26.3,1.78,2006-05-22
25.8,31.5,21.5,1.7,1.7,75,4.9,22.63,4.77,0.318,26.4,2.32,2006-05-23
25.5,30.6,21.0,2.7,2.7,78,3.7,19.52,4.12,0.316,26.4,2.04,2006-05-24
25.8,30.9,22.0,4.0,4.0,76,3.3,20.38,4.29,0.317,26.4,2.08,2006-05-25
25.9,30.7,21.7,0.6,0.6,77,3.3,20.33,4.27,0.316,26.4,1.97,2006-05-26
26.1,30.4,23.2,0.9,0.9,74,5.1,17.53,3.9,0.314,26.4,2.02,2006-05-27
26.1,31.5,22.2,0.4,0.4,73,4.9,22.35,4.75,0.312,26.4,2.27,2006-05-28
26.1,31.3,21.2,0.1,0.1,73,6.2,21.15,4.67,0.309,26.5,2.34,2006-05-29
25.4,30.8,21.5,6.8,6.8,77,6.7,18.21,3.94,0.309,26.4,2.12,2006-05-30
25.8,31.0,21.6,1.8,1.8,77,6.0,21.46,4.57,0.31,26.4,2.01,2006-05-31
25.8,30.1,22.5,2.0,2.0,77,6.8,18.32,3.97,0.31,26.3,1.75,2006-06-01
26.0,31.2,21.8,1.5,1.5,75,7.3,22.2,4.77,0.309,26.3,2.11,2006-06-02
25.8,30.8,22.3,4.2,4.2,75,6.2,20.05,4.34,0.309,26.3,2.01,2006-06-03
26.1,30.9,22.9,0.2,0.2,74,7.3,21.11,4.64,0.309,26.4,2.05,2006-06-04
25.3,28.6,23.2,2.1,2.1,75,8.7,16.24,3.68,0.307,26.4,1.59,2006-06-05
25.9,29.8,22.6,0.3,0.3,73,9.3,20.9,4.65,0.306,26.3,1.82,2006-06-06
26.2,31.3,23.3,1.7,1.7,74,8.7,21.54,4.77,0.304,26.4,2.14,2006-06-07
26.8,32.0,22.8,0.3,0.3,69,9.8,22.41,5.27,0.302,26.5,2.45,2006-06-08
27.0,32.1,23.3,0.3,0.3,67,13.4,23.45,5.8,0.299,26.7,2.67,2006-06-09
27.4,32.5,24.1,0.2,0.2,66,12.5,22.26,5.61,0.297,26.8,2.73,2006-06-10
27.4,32.6,23.7,0.5,0.5,67,10.2,22.03,5.33,0.295,26.9,2.69,2006-06-11
27.0,31.1,22.9,0.0,0.0,68,7.5,18.15,4.33,0.294,26.9,2.18,2006-06-12
27.1,33.2,22.2,0.4,0.4,68,7.2,21.61,5.06,0.292,27.0,2.86,2006-06-13
26.9,32.5,23.1,1.0,1.0,69,8.3,20.76,4.84,0.291,27.1,2.68,2006-06-14
27.5,33.0,23.0,0.3,0.3,65,7.9,23.26,5.43,0.29,27.2,2.84,2006-06-15
27.3,32.1,24.2,0.3,0.3,68,7.9,19.58,4.66,0.289,27.3,2.5,2006-06-16
26.9,31.5,23.7,2.1,2.1,70,5.2,17.49,4.03,0.289,27.3,2.35,2006-06-17
25.7,31.0,22.2,5.7,5.7,80,4.4,16.82,3.61,0.291,27.2,2.0,2006-06-18
26.5,32.1,22.6,4.0,4.0,73,3.6,19.23,4.18,0.291,27.1,2.6,2006-06-19
26.5,32.3,22.6,8.6,8.6,75,5.3,19.83,4.39,0.293,27.1,2.52,2006-06-20
25.9,31.0,22.3,9.5,9.5,76,4.7,19.28,4.14,0.299,27.0,2.16,2006-06-21
25.9,30.2,22.4,2.8,2.8,76,2.5,16.99,3.57,0.302,26.8,1.92,2006-06-22
25.3,28.9,22.4,7.3,7.3,82,3.2,15.18,3.18,0.304,26.7,1.48,2006-06-23
25.1,30.5,21.6,10.9,10.9,84,4.1,17.46,3.66,0.309,26.6,1.83,2006-06-24
25.2,30.8,21.2,5.1,5.1,81,3.3,18.42,3.91,0.315,26.6,1.98,2006-06-25
24.8,29.5,21.5,6.6,6.6,84,4.4,19.3,3.96,0.316,26.5,1.62,2006-06-26
25.0,28.9,22.1,0.5,0.5,78,6.4,16.7,3.62,0.317,26.4,1.65,2006-06-27
24.7,27.3,22.8,3.7,3.7,81,8.2,12.32,2.83,0.317,26.2,1.23,2006-06-28
22.8,25.5,21.6,19.8,19.8,92,9.7,6.12,1.39,0.323,25.9,0.78,2006-06-29
22.5,24.9,21.4,18.4,18.4,96,9.0,6.65,1.34,0.338,25.6,0.57,2006-06-30
22.3,24.0,21.5,47.9,47.9,97,9.7,3.94,0.9,0.36,25.3,0.37,2006-07-01
22.3,23.4,21.7,78.4,78.4,97,16.0,3.95,0.85,0.401,25.1,0.19,2006-07-02
23.2,25.6,21.8,18.0,18.0,90,13.6,8.28,1.82,0.44,24.9,0.6,2006-07-03
24.0,26.8,21.9,15.8,15.8,86,11.0,14.6,2.97,0.447,24.9,0.81,2006-07-04
25.0,29.0,22.5,2.7,2.7,82,11.1,17.81,3.8,0.451,25.1,1.32,2006-07-05
25.4,29.1,23.2,2.1,2.1,79,12.0,19.44,4.18,0.448,25.3,1.3,2006-07-06
25.7,29.0,23.2,1.0,1.0,77,12.5,19.54,4.32,0.444,25.4,1.59,2006-07-07
25.5,28.9,23.5,2.0,2.0,78,13.6,19.74,4.3,0.441,25.5,1.56,2006-07-08
26.1,29.4,23.4,0.0,0.0,74,13.3,22.08,4.93,0.437,25.5,1.77,2006-07-09
26.1,29.4,24.0,0.4,0.4,74,14.0,20.7,4.76,0.431,25.7,1.8,2006-07-10
25.5,28.5,23.5,1.3,1.3,77,12.6,20.29,4.45,0.427,25.7,1.5,2006-07-11
25.1,28.1,23.4,3.0,3.0,80,12.3,17.07,3.7,0.425,25.7,1.2,2006-07-12
24.5,27.1,22.0,4.6,4.6,82,12.5,13.23,3.02,0.424,25.6,1.09,2006-07-13
24.9,28.6,21.6,3.5,3.5,81,12.8,19.88,4.19,0.425,25.5,1.34,2006-07-14
25.5,28.6,23.3,1.4,1.4,77,13.1,20.23,4.45,0.422,25.6,1.46,2006-07-15
25.1,28.6,23.0,2.6,2.6,80,12.0,20.58,4.33,0.419,25.7,1.35,2006-07-16
25.1,28.7,23.0,2.4,2.4,79,11.0,19.01,4.08,0.417,25.6,1.39,2006-07-17
24.3,29.0,21.4,6.8,6.8,84,7.5,17.71,3.63,0.417,25.5,1.53,2006-07-18
24.9,29.4,21.2,0.6,0.6,82,5.9,20.23,4.12,0.418,25.5,1.64,2006-07-19
25.4,29.9,21.0,4.2,4.2,79,6.8,22.04,4.56,0.414,25.6,1.78,2006-07-20
23.4,26.2,21.6,13.4,13.4,91,6.9,11.96,2.37,0.421,25.5,0.72,2006-07-21
23.3,26.0,21.2,5.0,5.0,88,9.3,15.92,3.12,0.427,25.3,0.96,2006-07-22
22.7,25.8,20.9,15.0,15.0,92,7.5,9.4,1.94,0.432,25.1,0.77,2006-07-23
23.8,28.2,21.1,8.3,8.3,85,9.4,17.28,3.59,0.44,25.0,1.48,2006-07-24
24.3,27.2,22.1,2.8,2.8,83,10.5,17.38,3.5,0.44,25.1,1.08,2006-07-25
24.1,26.5,22.5,3.9,3.9,83,10.3,15.44,3.13,0.44,25.0,0.98,2006-07-26
24.7,28.3,22.4,1.6,1.6,77,14.3,20.65,4.55,0.438,25.1,1.73,2006-07-27
24.3,27.3,21.9,6.8,6.8,80,13.9,20.39,4.23,0.435,25.1,1.35,2006-07-28
24.4,28.3,21.7,5.2,5.2,83,7.6,19.11,3.82,0.435,25.1,1.27,2006-07-29
23.8,27.1,21.2,7.1,7.1,87,7.0,13.97,2.86,0.437,25.0,0.96,2006-07-30
22.8,26.0,20.7,11.9,11.9,92,6.5,11.84,2.31,0.444,24.8,0.73,2006-07-31
22.2,24.5,21.0,6.4,6.4,89,10.0,6.67,1.52,0.451,24.6,0.72,2006-08-01
22.5,26.0,20.6,2.0,2.0,84,12.7,14.25,2.9,0.452,24.4,1.09,2006-08-02
23.6,27.5,21.3,5.0,5.0,82,12.1,15.75,3.41,0.451,24.4,1.28,2006-08-03
24.9,28.2,22.6,0.6,0.6,77,14.4,21.33,4.58,0.449,24.6,1.27,2006-08-04
24.8,28.2,22.0,0.2,0.2,78,13.7,18.89,4.12,0.445,24.8,1.47,2006-08-05
25.1,28.0,23.1,1.7,1.7,78,11.1,20.06,4.23,0.441,24.9,1.35,2006-08-06
24.9,27.9,22.9,0.0,0.0,80,10.2,17.6,3.76,0.438,24.9,1.23,2006-08-07
24.5,27.8,22.8,9.8,9.8,83,8.5,15.26,3.14,0.438,25.0,1.09,2006-08-08
23.7,26.9,21.4,8.6,8.6,87,8.1,12.93,2.65,0.443,24.8,0.89,2006-08-09
23.2,25.6,21.3,9.4,9.4,89,8.2,10.29,2.12,0.449,24.7,0.72,2006-08-10
23.1,26.2,21.4,21.5,21.5,91,11.0,10.23,2.11,0.456,24.5,0.9,2006-08-11
22.1,23.9,21.3,20.5,20.5,97,8.9,5.83,1.15,0.472,24.4,0.42,2006-08-12
21.9,22.6,21.2,25.9,25.9,98,11.2,2.55,0.58,0.483,24.2,0.17,2006-08-13
22.2,24.3,21.6,83.0,83.0,97,15.6,4.79,0.99,0.504,24.0,0.42,2006-08-14
23.6,26.1,21.9,6.8,6.8,86,15.6,9.93,2.34,0.501,24.0,0.9,2006-08-15
24.6,27.9,22.4,1.2,1.2,80,13.9,17.38,3.8,0.495,24.2,1.3,2006-08-16
25.4,28.9,23.1,0.1,0.1,77,10.0,20.15,4.32,0.488,24.5,1.6,2006-08-17
25.1,29.0,23.0,4.7,4.7,81,8.0,19.35,4.01,0.482,24.6,1.48,2006-08-18
24.9,29.1,22.7,5.4,5.4,82,8.5,19.94,4.04,0.48,24.7,1.22,2006-08-19
25.1,29.1,22.9,1.0,1.0,81,8.2,19.84,4.04,0.478,24.8,1.35,2006-08-20
25.2,28.7,22.4,0.7,0.7,80,8.6,18.47,3.92,0.474,24.9,1.47,2006-08-21
24.1,27.6,21.8,9.7,9.7,85,9.2,16.72,3.34,0.472,24.8,1.13,2006-08-22
24.0,26.9,21.7,3.8,3.8,86,9.2,15.9,3.22,0.475,24.7,0.87,2006-08-23
23.9,25.7,22.3,3.5,3.5,87,6.8,11.82,2.45,0.476,24.7,0.67,2006-08-24
24.5,27.8,22.4,4.7,4.7,83,7.4,17.47,3.54,0.475,24.7,1.11,2006-08-25
25.2,28.2,22.7,0.6,0.6,78,8.7,18.86,3.97,0.473,24.8,1.32,2006-08-26
24.8,28.8,22.5,3.5,3.5,80,6.9,20.73,4.25,0.47,24.9,1.42,2006-08-27
24.0,27.4,22.3,4.1,4.1,86,5.0,12.22,2.51,0.47,24.9,1.02,2006-08-28
23.3,27.0,21.3,7.4,7.4,89,4.0,11.46,2.36,0.473,24.7,0.97,2006-08-29
24.0,29.1,20.3,7.5,7.5,85,4.4,19.0,3.88,0.475,24.7,1.59,2006-08-30
24.3,28.5,21.5,5.7,5.7,82,4.7,18.95,3.74,0.476,24.7,1.37,2006-08-31
24.2,28.9,21.0,0.3,0.3,81,6.5,20.1,4.07,0.474,24.7,1.51,2006-09-01
24.2,28.8,20.7,2.6,2.6,81,5.6,20.33,4.07,0.47,24.8,1.38,2006-09-02
24.5,28.7,20.8,3.4,3.4,82,5.4,19.79,3.96,0.469,24.8,1.3,2006-09-03
24.2,28.3,20.3,4.2,4.2,82,5.8,19.41,3.89,0.466,24.8,1.15,2006-09-04
24.3,28.6,20.4,0.9,0.9,83,5.4,19.38,3.89,0.465,24.8,1.22,2006-09-05
25.0,29.8,19.9,0.0,0.0,79,4.9,23.29,4.77,0.461,24.9,1.75,2006-09-06
25.4,29.3,21.6,0.0,0.0,78,4.8,22.24,4.54,0.456,25.0,1.62,2006-09-07
25.3,30.0,22.5,3.2,3.2,81,5.6,21.3,4.32,0.452,25.1,1.64,2006-09-08
24.6,28.4,20.9,1.0,1.0,84,4.5,18.01,3.63,0.452,25.1,1.26,2006-09-09
23.9,26.7,21.8,8.6,8.6,87,5.1,16.08,3.14,0.452,25.0,0.79,2006-09-10
23.3,27.5,20.9,6.5,6.5,89,4.3,14.46,2.88,0.455,24.9,1.05,2006-09-11
23.2,26.7,20.7,7.4,7.4,91,3.5,12.09,2.44,0.458,24.8,0.82,2006-09-12
23.5,27.1,20.7,5.8,5.8,86,3.3,12.82,2.61,0.463,24.7,1.12,2006-09-13
24.1,28.6,20.7,3.4,3.4,83,4.4,20.53,4.07,0.465,24.7,1.38,2006-09-14
23.9,28.2,19.7,1.3,1.3,84,5.2,18.86,3.78,0.464,24.7,1.37,2006-09-15
24.3,27.7,21.5,4.2,4.2,84,5.1,17.72,3.53,0.463,24.8,1.09,2006-09-16
24.0,27.8,20.9,2.9,2.9,86,4.0,17.68,3.53,0.462,24.8,1.11,2006-09-17
23.4,27.2,20.9,8.1,8.1,89,3.6,12.83,2.56,0.464,24.7,0.85,2006-09-18
23.5,26.1,21.2,7.0,7.0,88,4.3,14.78,2.88,0.469,24.7,0.75,2006-09-19
23.2,26.1,21.3,3.8,3.8,88,4.7,12.98,2.57,0.472,24.6,0.74,2006-09-20
23.4,26.4,21.2,7.8,7.8,87,4.4,11.9,2.43,0.473,24.5,0.79,2006-09-21
23.8,28.0,19.8,1.8,1.8,85,5.0,18.77,3.71,0.476,24.5,1.47,2006-09-22
22.8,25.9,20.8,6.4,6.4,92,4.7,10.14,2.04,0.476,24.4,0.58,2006-09-23
23.4,26.8,20.7,0.5,0.5,86,9.9,15.08,3.08,0.476,24.4,1.11,2006-09-24
23.5,26.9,21.1,0.5,0.5,80,9.3,19.27,3.85,0.472,24.4,1.38,2006-09-25
24.4,28.2,21.1,0.0,0.0,78,5.7,17.72,3.66,0.468,24.4,1.46,2006-09-26
24.4,27.8,21.4,0.9,0.9,80,6.5,17.75,3.65,0.464,24.4,1.26,2006-09-27
